Unnamed: 0,company,item,calories,"total fat
(g)","saturated fat
(g)","trans fat
(g)","cholesterol
(mg)","sodium 
(mg)","carbs
(g)","fiber
(g)","sugars
(g)","protein
(g)"
362,Burger King,Spicy Chicken Nuggets- 4pc,210,15,3,0,20,570,11,2,0,8
363,Burger King,Spicy Chicken Nuggets- 6pc,320,22,4,0,35,850,17,3,0,12
364,Burger King,Spicy Chicken Nuggets- 10 pc,530,37,7,0,55,1420,28,4,1,20
365,Burger King,Spicy Chicken Nuggets- 20 pc,1050,74,15,0,110,2840,56,9,1,40
366,Burger King,Chicken Fries – 9 pc.,280,17,2,0,35,850,20,1,1,13
367,Burger King,Crispy Taco,170,9,3,0,10,410,19,2,1,5
368,Burger King,BIG FISH Sandwich,510,28,4,0,30,1180,51,2,7,16
369,Burger King,Garden Chicken Salad with Crispy Chicken – no dressing,440,25,7,0,75,930,31,3,4,25
370,Burger King,Club Salad with Crispy Chicken – no dressing,540,33,10,0,95,1380,31,3,5,31
371,Burger King,Garden Side Salad – w/o dressing,60,4,2,0,10,95,3,1,2,4
372,Burger King,Ken’s Ranch Dressing,260,28,4,0,10,240,2,0,2,1
373,Burger King,Ken’s Golden Italian Dressing,160,17,2,0,35,380,4,0,3,9
374,Burger King,Ken’s Lite Honey Balsamic Vinaigrette,120,8,1,0,35,220,14,0,11,9
375,Burger King,Buttery Garlic Croutons- Packet,60,2,4,0,10,180,9,0,1,1
376,Burger King,Onion Rings – value,150,8,1,0,35,400,19,1,2,1
377,Burger King,Onion Rings – small,320,16,3,0,35,840,41,3,4,3
378,Burger King,Onion Rings – medium,410,21,3,0,35,1080,53,4,5,4
379,Burger King,Onion Rings – large,500,25,4,0,35,1310,64,5,7,5
380,Burger King,French Fries – value (unsalted),220,9,1,0,35,210,34,3,1,2
381,Burger King,French Fries – small,320,13,2,0,35,300,49,5,1,4
382,Burger King,French Fries – medium,380,16,2,0,35,360,58,6,1,4
383,Burger King,French Fries – large,430,18,2,0,35,410,66,7,2,5
384,Burger King,Kids Oatmeal,170,3,1,0,5,260,32,3,12,4
389,Burger King,Mott’s® Natural Applesauce,50,13,4,0,35,210,13,1,11,9
390,Burger King,Fat FREE Milk (8 fl oz),90,13,4,0,5,125,13,0,12,9
391,Burger King,1% Low Fat Chocolate Milk (8 fl oz),160,2,1,0,15,150,26,0,25,8
392,Burger King,Capri Sun® 100% Apple Juice (6 fl oz),80,13,4,0,35,25,20,0,20,9
393,Burger King,PB&J Jamwich,300,16,3,0,35,290,33,4,11,11
394,Burger King,Soft Serve Cone,190,4,3,0,20,150,32,0,24,5
395,Burger King,Dutch Apple Pie,340,14,6,0,35,310,51,1,25,3
396,Burger King,HERSHEY®’S Sundae Pie,310,19,12,0,10,220,32,1,22,3
397,Burger King,Pie made with TWIX®,370,20,13,0,10,330,45,1,30,4
398,Burger King,OREO® Cookie Cheesecake,350,18,8,0,35,310,41,1,25,6
400,Burger King,Soft Serve Cup,170,4,3,0,20,150,28,0,24,5
401,Burger King,HERSHEY®’s Chocolate Sundae,260,5,3,0,20,160,49,1,43,5
402,Burger King,Caramel Sundae,240,5,3,0,20,210,42,0,33,5
403,Burger King,Chocolate Chip Cookies (each),160,8,4,0,10,125,24,1,15,2
404,Burger King,CROISSAN’WICH® Egg & Cheese,340,18,8,0,160,610,29,1,4,12
405,Burger King,"CROISSAN’WICH® Sausage, Egg & Cheese",500,33,13,0,195,930,30,1,4,19
406,Burger King,"CROISSAN’WICH® Ham, Egg & Cheese",370,19,8,0,175,1030,30,1,5,17
407,Burger King,"CROISSAN’WICH® Bacon, Egg & Cheese",370,21,9,0,170,760,30,1,4,14
408,Burger King,Fully Loaded CROISSAN’WICH®,610,40,17,0,225,1680,31,1,5,28
409,Burger King,Double CROISSAN’WICH® with Sausage & Bacon,580,40,16,0,215,1260,31,1,5,23
410,Burger King,Double CROISSAN’WICH® with Sausage,710,52,20,0,240,1420,31,1,5,29
411,Burger King,Double CROISSAN’WICH® with Ham & Sausage,580,38,16,0,220,1530,31,1,5,27
412,Burger King,Fully Loaded Biscuit,640,45,20,0,225,2190,31,1,4,28
413,Burger King,"Ham, Egg, & Cheese Biscuit",400,24,12,0,175,1550,29,1,3,17
414,Burger King,"Sausage, Egg, & Cheese Biscuit",530,38,17,0,195,1440,29,1,3,19
415,Burger King,"Bacon, Egg & Cheese Biscuit",400,26,13,0,170,1270,29,1,3,13
416,Burger King,Sausage Biscuit,420,28,6,0,35,1050,28,1,2,12
417,Burger King,Breakfast Burrito Jr.,370,23,8,0,150,930,27,3,2,15
418,Burger King,EGG-NORMOUS BURRITOΡ,780,42,15,0,355,1960,68,3,4,32
419,Burger King,BK™ Ultimate Breakfast Platter,930,44,11,0,390,2230,110,4,40,24
420,Burger King,NY Ultimate Platter (Regional menu item),900,46,12,0,380,1760,95,5,31,25
421,Burger King,Pancake and Sausage platter,610,31,9,0,80,1010,72,1,30,12
422,Burger King,Hash Browns – small,250,16,3,0,35,580,24,3,0,2
423,Burger King,Hash Browns – medium,500,33,7,0,35,1140,48,7,0,4
424,Burger King,Hash Browns – large,670,44,9,0,35,1530,65,9,0,5
425,Burger King,French Toast Sticks (3 piece),230,11,2,0,35,260,29,1,8,3
426,Burger King,French Toast Sticks (5 piece),380,18,3,0,35,430,49,2,13,5
427,Burger King,American Cheese (slice),40,3,2,0,10,180,1,0,0,2
428,Burger King,Ketchup (Packet),10,13,4,0,35,125,3,0,2,9
429,Burger King,Mayonnaise (Packet),80,9,4,0,10,75,1,0,0,9
430,Burger King,Strawberry or Grape Jam (packet),30,13,4,0,35,210,7,0,6,9
431,Burger King,Breakfast Syrup (1 oz),120,13,4,0,35,15,30,0,18,9
432,Burger King,Barbecue Dipping Sauce (1 oz),40,13,4,0,35,310,11,0,10,9
433,Burger King,Ranch Dipping Sauce (1 oz),140,15,2,0,10,85,1,0,1,1
434,Burger King,Buffalo Dipping Sauce (1 oz),80,8,1,0,5,360,2,0,1,9
435,Burger King,Zesty Onion Ring Dipping Sauce (1 oz),150,15,2,0,20,240,3,0,0,9
436,Burger King,Honey Mustard Dipping Sauce (1oz),90,6,1,0,10,180,8,0,7,9
439,Burger King,Smoothie: Strawberry Banana 16 fl oz,310,1,4,0,35,55,71,3,50,4
440,Burger King,Oreo® Shake,720,20,12,0,65,540,118,1,98,16
441,Burger King,Chocolate Oreo® Shake,740,22,13,0,70,680,121,1,101,17
442,Burger King,Vanilla Milk Shake,580,15,10,0,60,420,98,0,85,14
443,Burger King,HERSHEY®’S Chocolate Milk Shake,610,16,10,0,60,500,103,1,88,14
444,Burger King,Strawberry Milk Shake,640,15,10,0,60,440,113,0,99,14
445,Burger King,Coca Cola classic®‡,240,8,3,0,20,190,34,0,8,7
446,Burger King,16 fl oz,210,13,4,0,35,50,58,0,58,9
447,Burger King,20 fl oz,270,13,4,0,35,60,73,0,73,9
448,Burger King,29 fl oz,290,13,4,0,35,85,105,0,105,9
449,Burger King,38 fl oz,510,13,4,0,35,115,138,0,138,9
450,Burger King,Diet Coke®‡,240,8,3,0,20,190,34,0,8,7
451,Burger King,16 fl oz,260,13,4,0,35,70,34,0,0,9
452,Burger King,20 fl oz,260,13,4,0,35,85,34,0,0,9
453,Burger King,29 fl oz,260,13,4,0,35,120,34,0,0,9
454,Burger King,38 fl oz,260,13,4,0,35,160,34,0,0,9
455,Burger King,Sprite®‡,240,8,3,0,20,190,34,0,8,7
456,Burger King,16 fl oz,210,13,4,0,35,95,56,0,56,9
457,Burger King,20 fl oz,260,13,4,0,35,120,70,0,70,9
458,Burger King,29 fl oz,380,13,4,0,35,170,102,0,102,9
459,Burger King,38 fl oz,500,13,4,0,35,230,133,0,133,9
460,Burger King,Dr. Pepper®‡,240,8,3,0,20,190,34,0,8,7
461,Burger King,16 fl oz,190,13,4,0,35,60,52,0,51,9
462,Burger King,20 fl oz,240,13,4,0,35,75,65,0,64,9
463,Burger King,29 fl oz,350,13,4,0,35,105,94,0,93,9
464,Burger King,38 fl oz,450,13,4,0,35,140,124,0,121,9
465,Burger King,Barq’s® Root Beer‡,240,8,3,0,20,190,34,0,8,7
466,Burger King,16 fl oz,240,13,4,0,35,100,65,0,65,9
467,Burger King,20 fl oz,300,13,4,0,35,120,81,0,81,9
468,Burger King,29 fl oz,350,13,4,0,35,180,118,0,118,9
469,Burger King,38 fl oz,450,13,4,0,35,230,155,0,155,9
470,Burger King,Cherry Coke®‡,240,8,3,0,20,190,34,0,8,7
471,Burger King,16 fl oz,220,13,4,0,35,55,61,0,61,9
472,Burger King,20 fl oz,280,13,4,0,35,70,76,0,76,9
473,Burger King,29 fl oz,410,13,4,0,35,100,110,0,110,9
474,Burger King,38 fl oz,450,13,4,0,35,130,145,0,145,9
475,Burger King,Fanta® Orange‡,240,8,3,0,20,190,34,0,8,7
476,Burger King,16 fl oz,230,13,4,0,35,60,62,0,61,9
477,Burger King,20 fl oz,280,13,4,0,35,70,78,0,77,9
478,Burger King,29 fl oz,410,13,4,0,35,105,113,0,111,9
479,Burger King,38 fl oz,530,13,4,0,35,135,148,0,146,9
480,Burger King,Hi-C® Fruit Punch‡,240,8,3,0,20,190,34,0,8,7
481,Burger King,16 fl oz,220,13,4,0,35,75,62,0,60,9
482,Burger King,20 fl oz,280,13,4,0,35,95,77,0,75,9
483,Burger King,29 fl oz,410,13,4,0,35,135,111,0,109,9
484,Burger King,38 fl oz,450,13,4,0,35,180,146,0,143,9
485,Burger King,MINUTE MAID® Light Lemonade,240,8,3,0,20,190,34,0,8,7
486,Burger King,16 fl oz,10,13,4,0,35,60,3,0,0,9
487,Burger King,20 fl oz,10,13,4,0,35,70,4,0,0,9
488,Burger King,29 fl oz,15,13,4,0,35,105,5,0,0,9
489,Burger King,38 fl oz,20,13,4,0,35,135,7,0,0,9
490,Burger King,Sweet Tea,240,8,3,0,20,190,34,0,8,7
491,Burger King,20 fl oz,120,13,4,0,35,210,35,0,35,9
492,Burger King,29 fl oz,160,13,4,0,35,210,49,0,49,9
493,Burger King,40 fl oz,240,13,4,0,35,210,71,0,71,9
494,Burger King,Unsweetened Tea,240,8,3,0,20,190,34,0,8,7
495,Burger King,20 fl oz,260,13,4,0,35,210,34,0,0,9
496,Burger King,29 fl oz,260,13,4,0,35,210,34,0,0,9
497,Burger King,40 fl oz,260,13,4,0,35,210,34,0,0,9
498,Burger King,Capri Sun® 100% Apple Juice,80,13,4,0,35,25,20,0,20,9
499,Burger King,Minute Maid® Orange Juice,140,13,4,0,35,20,33,0,30,2
500,Burger King,Frozen Coke® – 16 oz,130,13,4,0,35,50,35,0,35,9
501,Burger King,BK® Café Coffee- 12 fl oz,260,13,4,0,35,210,34,0,0,9
502,Burger King,BK® Café Coffee- 16 fl oz,260,13,4,0,35,210,34,0,0,9
503,Burger King,BK® Café Coffee- 20 fl oz,260,13,4,0,35,210,34,0,0,9
504,Burger King,BK® Café Decaf Coffee- 12 fl oz,260,13,4,0,35,210,34,0,0,9
505,Burger King,BK® Café Decaf Coffee- 16 fl oz,260,13,4,0,35,210,34,0,0,9
506,Burger King,BK® Café Decaf Coffee- 20 fl oz,260,13,4,0,35,210,34,0,0,9
507,Burger King,BK® Café Iced Vanilla Coffee- 12 fl oz,150,8,4,0,25,30,21,0,21,1
508,Burger King,BK® Café Iced Vanilla Coffee- 16 fl oz,200,10,5,0,30,40,27,0,27,2
509,Burger King,BK® Café Iced Vanilla Coffee- 20 fl oz,260,13,7,0,40,50,34,0,34,2
510,Burger King,BK® Café Iced Mocha Coffee- 12 fl oz,180,8,4,0,25,40,27,1,25,2
511,Burger King,BK® Café Iced Mocha Coffee- 16 fl oz,240,10,6,0,30,55,35,1,32,2
512,Burger King,BK® Café Iced Mocha Coffee- 20 fl oz,300,13,7,0,40,70,45,2,41,3
513,Burger King,BK® Café Mocha Frappe- 12 fl oz,300,8,5,0,30,200,50,1,41,7
514,Burger King,BK® Café Mocha Frappe- 16 fl oz,400,10,7,0,40,270,68,1,58,9
515,Burger King,BK® Café Mocha Frappe- 20 fl oz,510,13,8,0,50,350,87,1,71,12
516,Burger King,BK® Café Caramel Frappe- 12 fl oz,300,8,5,0,35,210,50,0,41,7
517,Burger King,BK® Café Caramel Frappe- 16 fl oz,400,10,7,0,40,280,68,0,56,9
518,Burger King,BK® Café Caramel Frappe- 20 fl oz,500,12,8,0,50,350,86,0,71,11
519,Wendy’s,Baconator,950,62,24,3,205,1630,40,2,8,59
520,Wendy’s,Dave’s Double,810,51,20,3,175,1280,41,3,8,49
521,Wendy’s,Dave’s Single,570,34,13,1,100,1110,40,3,9,30
522,Wendy’s,Dave’s Triple,1090,72,30,4,260,1650,43,3,9,71
523,Wendy’s,Double Stack,390,21,9,1,90,740,26,1,6,25
524,Wendy’s,Jr. Bacon Cheeseburger,380,22,8,1,65,680,25,1,5,19
525,Wendy’s,Jr. Cheeseburger,280,13,6,1,50,660,26,1,6,16
526,Wendy’s,Jr. Cheeseburger Deluxe,340,19,7,1,55,660,27,2,7,16
527,Wendy’s,Son of Baconator,630,39,15,1,125,1280,37,2,7,34
528,Wendy’s,3 Piece Chicken Tenders,330,16,2,0,75,1010,22,0,0,24
529,Wendy’s,4 Piece Chicken Nuggets,170,11,2,0,35,340,10,0,0,9
530,Wendy’s,4 Piece Chicken Tenders,430,21,3,0,100,1350,29,0,1,32
531,Wendy’s,6 Picece Chicken Nuggets,250,16,3,0,50,510,14,1,0,13
532,Wendy’s,6 Piece Chicken Tenders,650,32,5,0,150,2020,43,0,1,48
533,Wendy’s,10 Piece Chicken Nuggets,420,27,5,0,80,850,24,1,0,22
534,Wendy’s,Crispy Chicken BLT,420,23,6,0,50,950,35,2,5,20
535,Wendy’s,Crispy Chicken Sandwich,330,16,3,0,30,600,33,2,4,14
536,Wendy’s,Grilled Asiago Ranch Club,530,23,7,0,120,1220,36,3,6,43
537,Wendy’s,Grilled Chicken Sandwich,370,10,2,0,90,830,38,3,8,34
538,Wendy’s,Grilled Chicken Wrap,270,10,3,0,55,640,24,2,3,20
539,Wendy’s,Homestyle Asiago Ranch Chicken Club,660,34,9,0,100,1650,52,3,7,38
540,Wendy’s,Homestyle Chicken Sandwich,510,22,4,0,70,1150,51,3,6,28
541,Wendy’s,S’Awesome Sauce,120,12,2,0,35,170,4,1,3,1
542,Wendy’s,Spicy Asiago Ranch Club,670,32,9,0,100,1530,55,4,6,38
543,Wendy’s,Spicy Chicken Sandwich,510,20,3,0,65,1030,54,4,6,29
544,Wendy’s,Spicy Chicken Wrap,370,20,5,0,50,850,30,2,2,18
545,Wendy’s,"Apple Pecan Chicken Salad, Full Size",560,24,7,0,115,1020,52,7,40,38
546,Wendy’s,"Apple Pecan Chicken Salad, Half Size",340,17,4,0,55,550,29,4,22,20
547,Wendy’s,"Berry Burst Chicken Salad, Full Size",460,17,4,0,105,1090,41,7,29,41
548,Wendy’s,"Berry Burst Chicken Salad, Half Size",290,13,2,0,50,570,23,5,15,23
549,Wendy’s,Caesar Side Salad,240,15,4,0,30,500,19,3,4,8
550,Wendy’s,Garden Side Salad,250,18,4,0,20,460,18,2,4,7
551,Wendy’s,"Southwest Avocado Chicken Salad, Full Size",600,41,11,0,135,1220,18,7,7,42
552,Wendy’s,"Southwest Avocado Chicken Salad, Half Size",300,20,6,0,70,620,10,4,4,21
553,Wendy’s,"Spicy Caesar Chicken Salad, Full Size",720,42,12,1,150,1680,44,8,6,42
554,Wendy’s,"Spicy Caesar Chicken Salad, Half Size",410,23,6,0,75,930,30,5,4,23
555,Wendy’s,"Taco Salad, Full Size",660,32,13,1,85,1820,63,10,18,32
556,Wendy’s,"Taco Salad, Half Size",470,23,8,0,45,1320,49,7,12,19
557,Wendy’s,Apple Bites,35,13,4,0,35,210,9,2,7,9
558,Wendy’s,Baconator Fries,490,28,9,0,35,550,45,4,2,14
559,Wendy’s,Bacon Cheese Baked Potato,440,14,6,0,35,550,64,7,4,17
560,Wendy’s,Cheese Baked Potato,430,13,7,0,30,560,65,7,5,14
561,Wendy’s,Chili & Cheese Baked Potato,460,11,5,0,35,710,71,8,7,19
562,Wendy’s,"Chili, Large",250,7,3,0,50,1170,23,5,9,23
563,Wendy’s,"Chili, Small",170,5,2,0,35,780,16,4,6,15
564,Wendy’s,Chili Cheese Fries,500,25,8,0,35,710,53,6,4,16
565,Wendy’s,"Natural-Cut Fries, Junior",230,10,2,0,35,15,30,3,0,3
566,Wendy’s,"Natural-Cut Fries, Large",530,24,4,0,35,520,70,6,0,7
567,Wendy’s,"Natural-Cut Fries, Medium",420,19,3,0,35,420,56,5,0,6
568,Wendy’s,"Natural-Cut Fries, Small",320,15,2,0,35,320,43,4,0,5
569,Wendy’s,Plain Baked Potato,270,13,4,0,35,25,61,7,3,7
570,Wendy’s,Sour Cream and Chive Baked Potato,310,2,2,0,10,35,63,7,4,8
571,Wendy’s,Summer Berry Burst Fruit Cup,20,13,4,0,35,210,5,1,3,9
572,Wendy’s,1% Chocolate Milk,150,2,1,0,10,170,26,0,23,7
573,Wendy’s,1% White Milk,90,2,1,0,10,105,10,0,10,7
574,Wendy’s,"All-Natural Lemonade, Large",380,13,4,0,35,210,100,0,93,9
575,Wendy’s,"All-Natural Lemonade, Medium",330,13,4,0,35,210,86,0,81,9
576,Wendy’s,"All-Natural Lemonade, Small",190,13,4,0,35,210,50,0,47,9
577,Wendy’s,"Apple Kiwi Fruit Tea, Large",330,13,4,0,35,60,83,0,80,9
578,Wendy’s,"Apple Kiwi Fruit Tea, Medium",300,13,4,0,35,50,76,0,73,9
579,Wendy’s,"Apple Kiwi Fruit Tea, Small",170,13,4,0,35,30,44,0,42,9
580,Wendy’s,"Barq’s Root Beer, Large",450,13,4,0,35,180,122,0,122,9
581,Wendy’s,"Barq’s Root Beer, Medium",360,13,4,0,35,150,98,0,98,9
582,Wendy’s,"Barq’s Root Beer, Small",220,13,4,0,35,90,61,0,61,9
583,Wendy’s,"Brewed Unsweetened Iced Tea, Large",5,13,4,0,35,25,2,0,0,9
584,Wendy’s,"Brewed Unsweetened Iced Tea, Medium",260,13,4,0,35,15,1,0,0,9
585,Wendy’s,"Brewed Unsweetened Iced Tea, Small",260,13,4,0,35,10,1,0,0,9
586,Wendy’s,"Caramel Iced Coffee, Medium",240,8,5,0,25,45,40,0,36,3
587,Wendy’s,"Caramel Iced Coffee, Small",160,6,3,0,20,30,26,0,24,2
588,Wendy’s,"Coca-Cola, Large",400,13,4,0,35,90,109,0,109,9
589,Wendy’s,"Coca-Cola, Medium",320,13,4,0,35,70,87,0,87,9
590,Wendy’s,"Coca-Cola, Small",200,13,4,0,35,45,54,0,54,9
591,Wendy’s,"Coca-Cola Zero Sugar, Large",260,13,4,0,35,100,1,0,0,9
592,Wendy’s,"Coca-Cola Zero Sugar, Medium",260,13,4,0,35,80,1,0,0,9
593,Wendy’s,"Coca-Cola Zero Sugar, Small",260,13,4,0,35,50,34,0,0,9
594,Wendy’s,"Diet Coke, Large",260,13,4,0,35,125,1,0,0,9
595,Wendy’s,"Diet Coke, Medium",260,13,4,0,35,100,1,0,0,9
596,Wendy’s,"Diet Coke, Small",260,13,4,0,35,45,34,0,0,9
597,Wendy’s,"Dr Pepper, Large",240,13,4,0,35,70,66,0,64,9
598,Wendy’s,"Dr Pepper, Medium",190,13,4,0,35,55,53,0,51,9
599,Wendy’s,"Dr Pepper, Small",120,13,4,0,35,35,33,0,32,9
600,Wendy’s,"Fanta Orange, Large",430,13,4,0,35,110,117,0,115,9
601,Wendy’s,"Fanta Orange, Medium",340,13,4,0,35,85,94,0,92,9
602,Wendy’s,"Fanta Orange, Small",210,13,4,0,35,55,59,0,58,9
603,Wendy’s,"Hi-C Flashin’ Fruit Punch, Large",420,13,4,0,35,140,115,0,113,9
604,Wendy’s,"Hi-C Flashin’ Fruit Punch, Medium",340,13,4,0,35,115,92,0,90,9
605,Wendy’s,"Hi-C Flashin’ Fruit Punch, Small",210,13,4,0,35,70,58,0,56,9
606,Wendy’s,"Honest Tropical Green Tea, Large",110,13,4,0,35,55,29,0,29,9
607,Wendy’s,"Honest Tropical Green Tea, Medium",90,13,4,0,35,40,22,0,22,9
608,Wendy’s,"Honest Tropical Green Tea, Small",60,13,4,0,35,25,14,0,14,9
609,Wendy’s,Hot Tea,260,13,4,0,35,210,1,0,0,9
610,Wendy’s,"Limeade, Large",460,13,4,0,35,55,117,0,111,9
611,Wendy’s,"Limeade, Medium",380,13,4,0,35,45,98,0,93,9
612,Wendy’s,"Limeade, Small",230,13,4,0,35,30,59,0,56,9
613,Wendy’s,"Minute Maid Light Lemonade, Large",15,13,4,0,35,10,2,0,0,9
614,Wendy’s,"Minute Maid Light Lemonade, Medium",10,13,4,0,35,10,1,0,0,9
615,Wendy’s,"Minute Maid Light Lemonade, Small",5,13,4,0,35,5,1,0,0,9
616,Wendy’s,"Mocha Iced Coffee, Medium",210,8,5,0,25,40,32,0,28,3
617,Wendy’s,"Mocha Iced Coffee, Small",170,6,3,0,20,30,28,0,25,2
618,Wendy’s,"Pear Berry Fruit Tea, Large",320,13,4,0,35,60,82,0,76,9
619,Wendy’s,"Pear Berry Fruit Tea, Medium",300,13,4,0,35,50,76,0,70,9
620,Wendy’s,"Pear Berry Fruit Tea, Small",170,13,4,0,35,30,44,0,40,9
621,Wendy’s,"Skinny Vanilla Iced Coffee, Medium",100,8,5,0,25,45,14,0,0,3
622,Wendy’s,"Skinny Vanilla Iced Coffee, Small",70,5,3,0,15,30,6,0,0,2
623,Wendy’s,"Small Sprite, Small",200,13,4,0,35,90,53,0,53,9
624,Wendy’s,"Sprite, Large",390,13,4,0,35,180,105,0,105,9
625,Wendy’s,"Sprite, Medium",310,13,4,0,35,140,84,0,84,9
626,Wendy’s,"Strawberry Lemonade, Large",480,13,4,0,35,55,121,0,114,9
627,Wendy’s,"Strawberry Lemonade, Medium",380,13,4,0,35,45,98,0,92,9
628,Wendy’s,"Strawberry Lemonade, Small",230,13,4,0,35,30,58,0,54,9
629,Wendy’s,"Strawberry Sweet Tea, Large",270,13,4,0,35,15,69,0,67,9
630,Wendy’s,"Strawberry Sweet Tea, Medium",240,13,4,0,35,15,60,0,59,9
631,Wendy’s,"Strawberry Sweet Tea, Small",140,13,4,0,35,10,36,0,35,9
632,Wendy’s,"Strawberry Tea, Large",90,13,4,0,35,20,22,0,20,9
633,Wendy’s,"Strawberry Tea, Medium",60,13,4,0,35,15,16,0,14,9
634,Wendy’s,"Strawberry Tea, Small",45,13,4,0,35,10,11,0,10,9
635,Wendy’s,"Sweetened Iced Tea, Large",300,13,4,0,35,25,77,0,75,9
636,Wendy’s,"Sweetened Iced Tea, Medium",220,13,4,0,35,20,58,0,56,9
637,Wendy’s,"Sweetened Iced Tea, Small",160,13,4,0,35,10,41,0,40,9
638,Wendy’s,"Vanilla Iced Coffee, Medium",250,8,5,0,25,40,42,0,39,3
639,Wendy’s,"Vanilla Iced Coffee, Small",170,6,3,0,20,30,28,0,26,2
640,Wendy’s,"Classic Chocolate Frosty, Junior",200,5,3,0,20,90,33,0,27,6
641,Wendy’s,"Classic Chocolate Frosty, Large",590,15,10,0,60,260,99,0,81,17
642,Wendy’s,"Classic Chocolate Frosty, Medium",470,12,8,0,50,210,79,0,65,13
643,Wendy’s,"Classic Chocolate Frosty, Small",350,9,6,0,35,150,58,0,47,10
644,Wendy’s,"Vanilla Frosty, Junior",190,5,3,0,25,90,32,0,27,5
645,Wendy’s,"Vanilla Frosty, Large",570,15,10,0,70,260,94,0,78,15
646,Wendy’s,"Vanilla Frosty, Medium",450,12,8,0,55,210,75,0,63,12
647,Wendy’s,"Vanilla Frosty, Small",340,9,6,0,45,160,56,0,47,9
648,Wendy’s,Chocolate Chunk Cookie,310,16,8,0,20,210,40,2,24,3
649,Wendy’s,Double Chocolate Chunk Cookie,290,14,7,0,20,230,39,4,21,4
650,Wendy’s,Sugar Cookie,330,16,8,0,25,300,43,1,24,3
651,Wendy’s,Kids 2 Piece Chicken Tenders,200,10,1,0,45,620,13,0,0,15
652,Wendy’s,Kids 4 Piece Chicken Nuggets,170,11,2,0,35,340,10,0,0,9
653,Wendy’s,Kids Cheeseburger,280,13,6,0,50,540,25,1,5,15
654,Wendy’s,Kids Grilled Chicken Wrap,270,10,3,0,55,640,24,2,3,20
655,Wendy’s,Kids Hamburger,240,9,3,0,40,350,24,1,5,13
656,Wendy’s,Artisan Egg Sandwich with Bacon,320,17,8,0,245,750,25,1,4,18
657,Wendy’s,Artisan Egg Sandwich with Sausage,480,33,13,0,275,980,27,1,4,21
658,Wendy’s,Bacon Breakfast Bowl,510,28,9,0,245,1390,44,4,2,19
659,Wendy’s,Biggie Breakfast Sandwich,610,40,15,0,290,1400,37,2,7,27
660,Wendy’s,Fresh-Baked Biscuit with Applewood Smoked Bacon,410,24,13,0,235,970,34,1,5,15
661,Wendy’s,Fresh Baked Biscuit with Natural Sausage,590,41,19,0,270,1270,36,1,6,20
662,Wendy’s,Gravy and Sausage Bowl,450,22,6,0,220,1260,50,4,2,12
663,Wendy’s,Honey Butter Chicken Biscuit,500,26,12,0,50,1120,48,1,9,19
664,Wendy’s,Sausage and Egg Burrito,360,20,8,0,210,920,29,1,2,17
665,Wendy’s,Sausage and Gravy Biscuit,490,29,14,0,20,1400,49,2,6,8
666,Wendy’s,Sausage Biscuit,480,33,15,0,50,1010,35,1,5,12
667,Wendy’s,Sausage Breakfast Bowl,640,42,14,0,270,1540,46,4,3,21
668,Wendy’s,"Seasoned Home-Style Potatoes, Large",360,13,2,0,35,1080,57,6,1,5
669,Wendy’s,"Seasoned Home-Style Potatoes, Medium",250,9,1,0,35,750,39,4,1,4
670,Wendy’s,"Seasoned Home-Style Potatoes, Small",230,8,1,0,35,680,35,4,0,3
671,Wendy’s,Two Sausage and Egg Burritos,720,41,16,0,420,1830,59,2,5,34
672,Wendy’s,Two Sausage Biscuits,960,65,31,0,95,2020,70,3,10,23
673,KFC,Limited Time Cinnabon Dessert  Biscuits,290,13,7,0,20,580,40,2,17,4
674,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,390,21,4,0,120,1190,11,2,0,39
675,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,130,8,1,0,55,430,4,1,0,12
676,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,280,19,4,0,100,910,8,1,0,19
677,KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,130,8,2,0,55,380,3,0,0,10
678,KFC,Chicken Breast,770,60,10,0,105,1530,21,1,1,35
679,KFC,Chicken Drumstick,250,21,3,0,50,530,6,1,0,11
680,KFC,Chicken Thigh,500,40,7,0,100,970,11,1,1,22
681,KFC,Chicken Whole Wing,290,25,4,0,45,520,6,1,1,10
682,KFC,Breast,260,12,3,0,130,790,1,0,0,38
683,KFC,Drumstick,100,6,1,0,55,260,34,0,0,11
684,KFC,Thigh,180,12,3,0,90,470,34,0,0,17
685,KFC,Whole Wing,90,6,1,0,45,210,1,0,0,9
686,KFC,Breast,540,40,7,0,100,1390,14,2,1,31
687,KFC,Drumstick,190,14,2,0,40,510,6,1,0,9
688,KFC,Thigh,390,32,6,0,65,900,12,2,1,13
689,KFC,Whole Wing,180,15,2,0,35,450,5,1,0,8
690,KFC,EXTRA CRISPY  Chicken Breast,530,35,6,0,105,1150,18,0,0,35
691,KFC,EXTRA CRISPY  Chicken Drumstick,170,12,2,0,50,390,5,0,0,10
692,KFC,EXTRA CRISPY  Chicken Thigh,330,23,4,0,100,700,9,0,0,22
693,KFC,EXTRA CRISPY  Chicken Whole Wing,170,13,2,0,45,340,5,0,0,10
694,KFC,KENTUCKY GRILLED CHICKEN Breast,210,7,2,0,130,710,34,0,0,38
